"ictKey","Translated ictMarketTemplateName","Translated ictSelectionTemplateName"
"","",""
"icehockey|two-participant-event|correct-score|A4-1","Tačan rezultat","1:4"
"icehockey|two-participant-event|correct-score|H5-1","Tačan rezultat","5:1"
"icehockey|two-participant-event|correct-score|A5-1","Tačan rezultat","1:5"
"icehockey|two-participant-event|correct-score|H6-1","Tačan rezultat","6:1"
"icehockey|two-participant-event|correct-score|A6-1","Tačan rezultat","1:6"
"icehockey|two-participant-event|correct-score|D1-1","Tačan rezultat","1:1"
"icehockey|two-participant-event|correct-score|A2-0","Tačan rezultat","0:2"
"icehockey|two-participant-event|correct-score|H2-0","Tačan rezultat","2:0"
"icehockey|two-participant-event|correct-score|A2-1","Tačan rezultat","1:2"
"icehockey|two-participant-event|correct-score|H2-1","Tačan rezultat","2:1"
"icehockey|two-participant-event|correct-score|H3-2","Tačan rezultat","3:2"
"icehockey|two-participant-event|correct-score|A3-2","Tačan rezultat","2:3"
"icehockey|two-participant-event|correct-score|H4-2","Tačan rezultat","4:2"
"icehockey|two-participant-event|correct-score|A4-2","Tačan rezultat","2:4"
"icehockey|two-participant-event|correct-score|H5-2","Tačan rezultat","5:2"
"icehockey|two-participant-event|correct-score|A5-2","Tačan rezultat","2:5"
"icehockey|two-participant-event|correct-score|H6-2","Tačan rezultat","6:2"
"icehockey|two-participant-event|correct-score|A6-2","Tačan rezultat","2:6"
"icehockey|two-participant-event|correct-score|D2-2","Tačan rezultat","2:2"
"icehockey|two-participant-event|correct-score|A3-0","Tačan rezultat","0:3"
"icehockey|two-participant-event|correct-score|H3-0","Tačan rezultat","3:0"
"icehockey|two-participant-event|correct-score|A3-1","Tačan rezultat","1:3"
"icehockey|two-participant-event|correct-score|H3-1","Tačan rezultat","3:1"
"icehockey|two-participant-event|correct-score|A3-2","Tačan rezultat","2:3"
"icehockey|two-participant-event|correct-score|H3-2","Tačan rezultat","3:2"
"icehockey|two-participant-event|correct-score|H4-3","Tačan rezultat","4:3"
"icehockey|two-participant-event|correct-score|A4-3","Tačan rezultat","3:4"
"icehockey|two-participant-event|correct-score|H5-3","Tačan rezultat","5:3"
"icehockey|two-participant-event|correct-score|A5-3","Tačan rezultat","3:5"
"icehockey|two-participant-event|correct-score|H6-3","Tačan rezultat","6:3"
"icehockey|two-participant-event|correct-score|A6-3","Tačan rezultat","3:6"
"icehockey|two-participant-event|correct-score|D3-3","Tačan rezultat","3:3"
"icehockey|two-participant-event|correct-score|A4-0","Tačan rezultat","0:4"
"icehockey|two-participant-event|correct-score|H4-0","Tačan rezultat","4:0"
"icehockey|two-participant-event|correct-score|A4-1","Tačan rezultat","1:4"
"icehockey|two-participant-event|correct-score|H4-1","Tačan rezultat","4:1"
"icehockey|two-participant-event|correct-score|A4-2","Tačan rezultat","2:4"
"icehockey|two-participant-event|correct-score|H4-2","Tačan rezultat","4:2"
"icehockey|two-participant-event|correct-score|A4-3","Tačan rezultat","3:4"
"icehockey|two-participant-event|correct-score|H4-3","Tačan rezultat","4:3"
"icehockey|two-participant-event|correct-score|H5-4","Tačan rezultat","5:4"
"icehockey|two-participant-event|correct-score|A5-4","Tačan rezultat","4:5"
"icehockey|two-participant-event|correct-score|H6-4","Tačan rezultat","6:4"
"icehockey|two-participant-event|correct-score|A6-4","Tačan rezultat","4:6"
"icehockey|two-participant-event|correct-score|D4-4","Tačan rezultat","4:4"
"icehockey|two-participant-event|correct-score|A5-0","Tačan rezultat","0:5"
"icehockey|two-participant-event|correct-score|H5-0","Tačan rezultat","5:0"
"icehockey|two-participant-event|correct-score|A5-1","Tačan rezultat","1:5"
"icehockey|two-participant-event|correct-score|H5-1","Tačan rezultat","5:1"
"icehockey|two-participant-event|correct-score|A5-2","Tačan rezultat","2:5"
"icehockey|two-participant-event|correct-score|H5-2","Tačan rezultat","5:2"
"icehockey|two-participant-event|correct-score|A5-3","Tačan rezultat","3:5"
"icehockey|two-participant-event|correct-score|H5-3","Tačan rezultat","5:3"
"icehockey|two-participant-event|correct-score|A5-4","Tačan rezultat","4:5"
"icehockey|two-participant-event|correct-score|H5-4","Tačan rezultat","5:4"
"icehockey|two-participant-event|correct-score|H6-5","Tačan rezultat","6:5"
"icehockey|two-participant-event|correct-score|A6-5","Tačan rezultat","5:6"
"icehockey|two-participant-event|correct-score|D5-5","Tačan rezultat","5:5"
"icehockey|two-participant-event|correct-score|A6-0","Tačan rezultat","0:6"
"icehockey|two-participant-event|correct-score|H6-0","Tačan rezultat","6:0"
"icehockey|two-participant-event|correct-score|A6-1","Tačan rezultat","1:6"
"icehockey|two-participant-event|correct-score|H6-1","Tačan rezultat","6:1"
"icehockey|two-participant-event|correct-score|A6-2","Tačan rezultat","2:6"
"icehockey|two-participant-event|correct-score|H6-2","Tačan rezultat","6:2"
"icehockey|two-participant-event|correct-score|A6-3","Tačan rezultat","3:6"
"icehockey|two-participant-event|correct-score|H6-3","Tačan rezultat","6:3"
"icehockey|two-participant-event|correct-score|A6-4","Tačan rezultat","4:6"
"icehockey|two-participant-event|correct-score|H6-4","Tačan rezultat","6:4"
"icehockey|two-participant-event|correct-score|A6-5","Tačan rezultat","5:6"
"icehockey|two-participant-event|correct-score|H6-5","Tačan rezultat","6:5"
"icehockey|two-participant-event|correct-score|D6-6","Tačan rezultat","6:6"
"icehockey|two-participant-event|team-to-win-most-periods|H","Više trećina","1"
"icehockey|two-participant-event|team-to-win-most-periods|A","Više trećina","2"
"icehockey|two-participant-event|highest_scoring_period|P1","Trećina sa najviše golova","1"
"icehockey|two-participant-event|highest_scoring_period|P3","Trećina sa najviše golova","3"
"icehockey|two-participant-event|highest_scoring_period|P2","Trećina sa najviše golova","2"
"icehockey|two-participant-event|double-chance-1|A-D","Dupla šansa","X2"
"icehockey|two-participant-event|double-chance-1|H-H","Dupla šansa","1"
"icehockey|two-participant-event|double-chance-2|H-D","Dupla šansa","1X"
"icehockey|two-participant-event|double-chance-2|A-A","Dupla šansa","2"
"icehockey|two-participant-event|double-chance-3|H-A","Dupla šansa","12"
"icehockey|two-participant-event|double-chance-3|D-D","Dupla šansa","X"
"internationalgreyhoundracing|race|race-winner|player","Pobjednik","${player}"
"internationalgreyhoundracing|race|race-winner|unnamed-favourite","Pobjednik","Neimenovani favorit"
"internationalhorseracing|race|race-winner|player","Pobjednik","${player}"
"internationalhorseracing|race|race-winner|unnamed-favourite","Pobjednik","Neimenovani favorit"
"mixedmartialarts|two-participant-event|match-winner|H","Pobjednik","1"
"mixedmartialarts|two-participant-event|match-winner|A","Pobjednik","2"
"mixedmartialarts|two-participant-event|fight-end|KO","Način pobjede","KO"
"mixedmartialarts|two-participant-event|fight-end|D","Način pobjede","X"
"mixedmartialarts|two-participant-event|fight-end|PNTS","Način pobjede","Poeni"
"motorsport|match|race-winner|player","Pobjednik","${player}"
"motorsport|match|race-winner|unnamed-favourite","Pobjednik","Neimenovani favorit"
"motorsport|match|podium-finish|player","Među prva tri","${player}"
"motorsport|match|podium-finish|unnamed-favourite","Među prva tri","Neimenovani favorit"
"motorsport|match|fastest-lap|player","Najbrži krug","${player}"
"motorsport|match|fastest-lap|unnamed-favourite","Najbrži krug","Neimenovani favorit"
"motorsport|match|pole-position|player","Pol pozicija","${player}"
"motorsport|match|pole-position|unnamed-favourite","Pol pozicija","Neimenovani favorit"
"motorsport|outrights|constructors-championship|player","Osvajač (Konstuktori)","${player}"
"motorsport|outrights|constructors-championship|unnamed-favourite","Osvajač (Konstuktori)","Neimenovani favorit"
"motorsport|outrights|drivers-winner|player","Osvajač (Vozači)","${player}"
"motorsport|outrights|drivers-winner|unnamed-favourite","Osvajač (Vozači)","Neimenovani favorit"
"rugbyleague|two-participant-event|match-winner|H","Pobjednik","1"
"rugbyleague|two-participant-event|match-winner|T","Pobjednik","X"
"rugbyleague|two-participant-event|match-winner|A","Pobjednik","2"
"rugbyleague|two-participant-event|asian-handicap|H","Hendikep (${line})","1"
"rugbyleague|two-participant-event|asian-handicap|A","Hendikep (${line})","2"
"rugbyleague|two-participant-event|match-handicap|H","Hendikep (${line})","1"
"rugbyleague|two-participant-event|match-handicap|D","Hendikep (${line})","X"
"rugbyleague|two-participant-event|match-handicap|A","Hendikep (${line})","2"
"rugbyleague|two-participant-event|total-points-over-under|O","Ukupno poena (Manje/više od ${line})","Više od ${line}"
"rugbyleague|two-participant-event|total-points-over-under|U","Ukupno poena (Manje/više od ${line})","Manje od ${line}"
"rugbyunion|two-participant-event|match-winner|H","Pobjednik","1"
"rugbyunion|two-participant-event|match-winner|T","Pobjednik","X"
"rugbyunion|two-participant-event|match-winner|A","Pobjednik","2"
"rugbyunion|two-participant-event|asian-handicap|H","Hendikep (${line})","1"
"rugbyunion|two-participant-event|asian-handicap|A","Hendikep (${line})","2"
"rugbyunion|two-participant-event|match-handicap|H","Hendikep (${line})","1"
"rugbyunion|two-participant-event|match-handicap|D","Hendikep (${line})","X"
"rugbyunion|two-participant-event|match-handicap|A","Hendikep (${line})","2"
"rugbyunion|two-participant-event|total-points-over-under|O","Ukupno poena (Manje/više od ${line})","Više od ${line}"
"rugbyunion|two-participant-event|total-points-over-under|U","Ukupno poena (Manje/više od ${line})","Manje od ${line}"
"snooker|two-participant-event|match-winner|H","Pobjednik","1"
"snooker|two-participant-event|match-winner|A","Pobjednik","2"
"snooker|two-participant-event|handicap|H","Hendikep (${line})","1"
"snooker|two-participant-event|handicap|A","Hendikep (${line})","2"
"snooker|two-participant-event|total-frames|O","Ukupno frjemova (Manje/više od ${line})","Više od ${line}"
"snooker|two-participant-event|total-frames|Ext","Ukupno frjemova (Manje/više od ${line})","Tačno ${line}"
"snooker|two-participant-event|total-frames|U","Ukupno frjemova (Manje/više od ${line})","Manje od ${line}"
"snooker|two-participant-event|correct-score|H1-0","Tačan rezultat","1:0"
"snooker|two-participant-event|correct-score|A1-0","Tačan rezultat","0:1"
"snooker|two-participant-event|correct-score|H2-0","Tačan rezultat","2:0"
"snooker|two-participant-event|correct-score|A2-0","Tačan rezultat","0:2"
"snooker|two-participant-event|correct-score|H3-0","Tačan rezultat","3:0"
"snooker|two-participant-event|correct-score|A3-0","Tačan rezultat","0:3"
"snooker|two-participant-event|correct-score|H4-0","Tačan rezultat","4:0"
"snooker|two-participant-event|correct-score|A4-0","Tačan rezultat","0:4"
"snooker|two-participant-event|correct-score|H5-0","Tačan rezultat","5:0"
"snooker|two-participant-event|correct-score|A5-0","Tačan rezultat","0:5"
"snooker|two-participant-event|correct-score|H6-0","Tačan rezultat","6:0"
"snooker|two-participant-event|correct-score|A6-0","Tačan rezultat","0:6"
"snooker|two-participant-event|correct-score|A1-0","Tačan rezultat","0:1"
"snooker|two-participant-event|correct-score|H1-0","Tačan rezultat","1:0"
"snooker|two-participant-event|correct-score|H2-1","Tačan rezultat","2:1"
"snooker|two-participant-event|correct-score|A2-1","Tačan rezultat","1:2"
"snooker|two-participant-event|correct-score|H3-1","Tačan rezultat","3:1"
"snooker|two-participant-event|correct-score|A3-1","Tačan rezultat","1:3"
"snooker|two-participant-event|correct-score|H4-1","Tačan rezultat","4:1"
"snooker|two-participant-event|correct-score|A4-1","Tačan rezultat","1:4"
"snooker|two-participant-event|correct-score|H5-1","Tačan rezultat","5:1"
"snooker|two-participant-event|correct-score|A5-1","Tačan rezultat","1:5"
"snooker|two-participant-event|correct-score|H6-1","Tačan rezultat","6:1"
"snooker|two-participant-event|correct-score|A6-1","Tačan rezultat","1:6"
"snooker|two-participant-event|correct-score|A2-0","Tačan rezultat","0:2"
"snooker|two-participant-event|correct-score|H2-0","Tačan rezultat","2:0"
"snooker|two-participant-event|correct-score|A2-1","Tačan rezultat","1:2"
"snooker|two-participant-event|correct-score|H2-1","Tačan rezultat","2:1"
"snooker|two-participant-event|correct-score|H3-2","Tačan rezultat","3:2"
"snooker|two-participant-event|correct-score|A3-2","Tačan rezultat","2:3"
"snooker|two-participant-event|correct-score|H4-2","Tačan rezultat","4:2"
"snooker|two-participant-event|correct-score|A4-2","Tačan rezultat","2:4"
"snooker|two-participant-event|correct-score|H5-2","Tačan rezultat","5:2"
"snooker|two-participant-event|correct-score|A5-2","Tačan rezultat","2:5"
"snooker|two-participant-event|correct-score|H6-2","Tačan rezultat","6:2"
"snooker|two-participant-event|correct-score|A6-2","Tačan rezultat","2:6"
"snooker|two-participant-event|correct-score|A3-0","Tačan rezultat","0:3"
"snooker|two-participant-event|correct-score|H3-0","Tačan rezultat","3:0"
"snooker|two-participant-event|correct-score|A3-1","Tačan rezultat","1:3"
"snooker|two-participant-event|correct-score|H3-1","Tačan rezultat","3:1"
"snooker|two-participant-event|correct-score|A3-2","Tačan rezultat","2:3"
"snooker|two-participant-event|correct-score|H3-2","Tačan rezultat","3:2"
"snooker|two-participant-event|correct-score|H4-3","Tačan rezultat","4:3"
"snooker|two-participant-event|correct-score|A4-3","Tačan rezultat","3:4"
"snooker|two-participant-event|correct-score|H5-3","Tačan rezultat","5:3"
"snooker|two-participant-event|correct-score|A5-3","Tačan rezultat","3:5"
"snooker|two-participant-event|correct-score|H6-3","Tačan rezultat","6:3"
"snooker|two-participant-event|correct-score|A6-3","Tačan rezultat","3:6"
"snooker|two-participant-event|correct-score|A4-0","Tačan rezultat","0:4"
"snooker|two-participant-event|correct-score|H4-0","Tačan rezultat","4:0"
"snooker|two-participant-event|correct-score|A4-1","Tačan rezultat","1:4"
"snooker|two-participant-event|correct-score|H4-1","Tačan rezultat","4:1"
"snooker|two-participant-event|correct-score|A4-2","Tačan rezultat","2:4"
"snooker|two-participant-event|correct-score|H4-2","Tačan rezultat","4:2"
"snooker|two-participant-event|correct-score|A4-3","Tačan rezultat","3:4"
"snooker|two-participant-event|correct-score|H4-3","Tačan rezultat","4:3"
"snooker|two-participant-event|correct-score|H5-4","Tačan rezultat","5:4"
"snooker|two-participant-event|correct-score|A5-4","Tačan rezultat","4:5"
"snooker|two-participant-event|correct-score|H6-4","Tačan rezultat","6:4"
"snooker|two-participant-event|correct-score|A6-4","Tačan rezultat","4:6"
"snooker|two-participant-event|correct-score|A5-0","Tačan rezultat","0:5"
"snooker|two-participant-event|correct-score|H5-0","Tačan rezultat","5:0"
"snooker|two-participant-event|correct-score|A5-1","Tačan rezultat","1:5"
"snooker|two-participant-event|correct-score|H5-1","Tačan rezultat","5:1"
"snooker|two-participant-event|correct-score|A5-2","Tačan rezultat","2:5"
"snooker|two-participant-event|correct-score|H5-2","Tačan rezultat","5:2"
"snooker|two-participant-event|correct-score|A5-3","Tačan rezultat","3:5"
"snooker|two-participant-event|correct-score|H5-3","Tačan rezultat","5:3"
"snooker|two-participant-event|correct-score|A5-4","Tačan rezultat","4:5"
"snooker|two-participant-event|correct-score|H5-4","Tačan rezultat","5:4"
"snooker|two-participant-event|correct-score|H6-5","Tačan rezultat","6:5"
"snooker|two-participant-event|correct-score|A6-5","Tačan rezultat","5:6"
"snooker|two-participant-event|correct-score|A6-0","Tačan rezultat","0:6"
"snooker|two-participant-event|correct-score|H6-0","Tačan rezultat","6:0"
"snooker|two-participant-event|correct-score|A6-1","Tačan rezultat","1:6"
"snooker|two-participant-event|correct-score|H6-1","Tačan rezultat","6:1"
"snooker|two-participant-event|correct-score|A6-2","Tačan rezultat","2:6"
"snooker|two-participant-event|correct-score|H6-2","Tačan rezultat","6:2"
"snooker|two-participant-event|correct-score|A6-3","Tačan rezultat","3:6"
"snooker|two-participant-event|correct-score|H6-3","Tačan rezultat","6:3"
"snooker|two-participant-event|correct-score|A6-4","Tačan rezultat","4:6"
"snooker|two-participant-event|correct-score|H6-4","Tačan rezultat","6:4"
"snooker|two-participant-event|correct-score|A6-5","Tačan rezultat","5:6"
"snooker|two-participant-event|correct-score|H6-5","Tačan rezultat","6:5"
"snooker|two-participant-event|correct-score|D6-6","Tačan rezultat","6:6"
"tabletennis|two-participant-event|match-winner|H","Pobjednik","1"
"tabletennis|two-participant-event|match-winner|A","Pobjednik","2"
"tennis|two-participant-event|correct-score|H1-0","Tačan rezultat","1:0"
"tennis|two-participant-event|correct-score|A1-0","Tačan rezultat","0:1"
"tennis|two-participant-event|correct-score|H2-0","Tačan rezultat","2:0"
"tennis|two-participant-event|correct-score|A2-0","Tačan rezultat","0:2"
"tennis|two-participant-event|correct-score|H3-0","Tačan rezultat","3:0"
"tennis|two-participant-event|correct-score|A3-0","Tačan rezultat","0:3"
"tennis|two-participant-event|correct-score|H4-0","Tačan rezultat","4:0"
"tennis|two-participant-event|correct-score|A4-0","Tačan rezultat","0:4"
"tennis|two-participant-event|correct-score|H5-0","Tačan rezultat","5:0"
"tennis|two-participant-event|correct-score|A5-0","Tačan rezultat","0:5"
"tennis|two-participant-event|correct-score|H6-0","Tačan rezultat","6:0"
"tennis|two-participant-event|correct-score|A6-0","Tačan rezultat","0:6"
"tennis|two-participant-event|correct-score|H2-1","Tačan rezultat","2:1"
"tennis|two-participant-event|correct-score|A2-1","Tačan rezultat","1:2"
"tennis|two-participant-event|correct-score|H3-1","Tačan rezultat","3:1"
"tennis|two-participant-event|correct-score|A3-1","Tačan rezultat","1:3"
"tennis|two-participant-event|correct-score|H4-1","Tačan rezultat","4:1"
"tennis|two-participant-event|correct-score|A4-1","Tačan rezultat","1:4"
"tennis|two-participant-event|correct-score|H5-1","Tačan rezultat","5:1"
"tennis|two-participant-event|correct-score|A5-1","Tačan rezultat","1:5"
"tennis|two-participant-event|correct-score|H3-2","Tačan rezultat","3:2"
"tennis|two-participant-event|correct-score|A3-2","Tačan rezultat","2:3"
"tennis|two-participant-event|correct-score|H4-2","Tačan rezultat","4:2"
"tennis|two-participant-event|correct-score|A4-2","Tačan rezultat","2:4"
"tennis|two-participant-event|correct-score|D0-0","Tačan rezultat","0:0"
"tennis|two-participant-event|correct-score|D1-1","Tačan rezultat","1:1"
"tennis|two-participant-event|correct-score|D2-2","Tačan rezultat","2:2"
"tennis|two-participant-event|correct-score|D3-3","Tačan rezultat","3:3"
"tennis|two-participant-event|correct-score|??","Tačan rezultat","5:2"
"tennis|two-participant-event|total-goals-over-under|O","Ukupno setova (Manje/više od ${line})","Više od ${line}"
"tennis|two-participant-event|total-goals-over-under|U","Ukupno setova (Manje/više od ${line})","Manje od ${line}"
"tennis|two-participant-event|asian-handicap|H","Hendikep setova (${line})","1"
"tennis|two-participant-event|asian-handicap|A","Hendikep setova (${line})","2"
"tennis|two-participant-event|match-winner|H","Pobjednik","1"
"tennis|two-participant-event|match-winner|A","Pobjednik","2"
"tennisdoubles|two-participant-event|match-winner|H","Pobjednik","1"
"tennisdoubles|two-participant-event|match-winner|A","Pobjednik","2"
"volleyball|two-participant-event|match-winner|H","Pobjednik","1"
"volleyball|two-participant-event|match-winner|A","Pobjednik","2"
